,date,home,away,score,play_round,home_goals,away_goals,url,home_manager,away_manager,home_sheet,away_sheet
349,13/01/2001,Swindon Town,Port Vale FC,0:1,27,0,1,unknown,,,[],[]
350,13/01/2001,Wrexham AFC,AFC Bournemouth,2:2,27,2,2,unknown,,,[],[]
352,20/01/2001,Bristol City,Northampton Town,2:0,28,2,0,unknown,,,[],[]
353,20/01/2001,Notts County,Rotherham United,4:1,28,4,1,unknown,,,[],[]
354,20/01/2001,Reading FC,Bristol Rovers,1:0,28,1,0,unknown,,,[],[]
355,20/01/2001,Walsall FC,Swansea City,5:1,28,5,1,unknown,,,[],[]
356,20/01/2001,Wigan Athletic,Oldham Athletic,3:1,28,3,1,unknown,,,[],[]
357,06/02/2001,Colchester United,Millwall FC,0:1,28,0,1,unknown,,,[],[]
358,06/02/2001,Wycombe Wanderers,Cambridge United,0:2,28,0,2,unknown,,,[],[]
359,27/03/2001,Bury FC,Stoke City,1:0,28,1,0,unknown,,,[],[]
360,27/03/2001,Peterborough United,Luton Town,1:1,28,1,1,unknown,,,[],[]
361,03/04/2001,AFC Bournemouth,Oxford United,4:3,28,4,3,unknown,,,[],[]
362,03/04/2001,Port Vale FC,Wrexham AFC,1:1,28,1,1,unknown,,,[],[]
363,10/04/2001,Brentford FC,Swindon Town,0:1,28,0,1,unknown,,,[],[]
365,27/01/2001,Northampton Town,Peterborough United,0:0,29,0,0,unknown,,,[],[]
366,27/01/2001,Cambridge United,Walsall FC,0:1,29,0,1,unknown,,,[],[]
367,27/01/2001,Millwall FC,AFC Bournemouth,0:1,29,0,1,unknown,,,[],[]
368,27/01/2001,Oldham Athletic,Brentford FC,3:0,29,3,0,unknown,,,[],[]
369,27/01/2001,Oxford United,Colchester United,0:1,29,0,1,unknown,,,[],[]
370,27/01/2001,Rotherham United,Port Vale FC,3:2,29,3,2,unknown,,,[],[]
371,27/01/2001,Stoke City,Wigan Athletic,2:0,29,2,0,unknown,,,[],[]
372,27/01/2001,Swindon Town,Bury FC,3:0,29,3,0,unknown,,,[],[]
373,03/04/2001,Bristol Rovers,Bristol City,1:1,29,1,1,unknown,,,[],[]
374,03/04/2001,Luton Town,Reading FC,1:1,29,1,1,unknown,,,[],[]
375,10/04/2001,Swansea City,Wycombe Wanderers,3:1,29,3,1,unknown,,,[],[]
376,10/04/2001,Wrexham AFC,Notts County,1:1,29,1,1,unknown,,,[],[]
378,02/02/2001,Wigan Athletic,Walsall FC,1:1,30,1,1,unknown,,,[],[]
379,03/02/2001,Bristol City,Swansea City,3:1,30,3,1,unknown,,,[],[]
380,03/02/2001,AFC Bournemouth,Colchester United,2:2,30,2,2,unknown,,,[],[]
381,03/02/2001,Bury FC,Peterborough United,2:1,30,2,1,unknown,,,[],[]
382,03/02/2001,Millwall FC,Bristol Rovers,3:0,30,3,0,unknown,,,[],[]
383,03/02/2001,Notts County,Oldham Athletic,1:0,30,1,0,unknown,,,[],[]
384,03/02/2001,Reading FC,Port Vale FC,1:0,30,1,0,unknown,,,[],[]
385,03/02/2001,Stoke City,Northampton Town,1:1,30,1,1,unknown,,,[],[]
386,03/02/2001,Wycombe Wanderers,Brentford FC,0:0,30,0,0,unknown,,,[],[]
387,04/02/2001,Wrexham AFC,Swindon Town,1:1,30,1,1,unknown,,,[],[]
388,27/03/2001,Cambridge United,Oxford United,1:0,30,1,0,unknown,,,[],[]
389,27/04/2001,Luton Town,Rotherham United,0:1,30,0,1,unknown,,,[],[]
391,10/02/2001,Brentford FC,Reading FC,1:2,31,1,2,unknown,,,[],[]
392,10/02/2001,Bristol Rovers,Notts County,0:0,31,0,0,unknown,,,[],[]
393,10/02/2001,Colchester United,Wigan Athletic,0:2,31,0,2,unknown,,,[],[]
394,10/02/2001,Northampton Town,Luton Town,0:1,31,0,1,unknown,,,[],[]
395,10/02/2001,Oldham Athletic,Wrexham AFC,5:1,31,5,1,unknown,,,[],[]
396,10/02/2001,Oxford United,Wycombe Wanderers,1:2,31,1,2,unknown,,,[],[]
397,10/02/2001,Peterborough United,Stoke City,0:4,31,0,4,unknown,,,[],[]
398,10/02/2001,Port Vale FC,AFC Bournemouth,2:1,31,2,1,unknown,,,[],[]
399,10/02/2001,Rotherham United,Cambridge United,3:0,31,3,0,unknown,,,[],[]
400,10/02/2001,Swindon Town,Bristol City,1:1,31,1,1,unknown,,,[],[]
401,10/02/2001,Walsall FC,Bury FC,1:2,31,1,2,unknown,,,[],[]
402,11/02/2001,Swansea City,Millwall FC,0:0,31,0,0,unknown,,,[],[]
404,16/02/2001,Millwall FC,Brentford FC,1:0,32,1,0,unknown,,,[],[]
405,17/02/2001,Stoke City,Port Vale FC,1:1,32,1,1,unknown,,,[],[]
406,17/02/2001,AFC Bournemouth,Walsall FC,2:2,32,2,2,unknown,,,[],[]
407,17/02/2001,Bury FC,Oxford United,3:1,32,3,1,unknown,,,[],[]
408,17/02/2001,Cambridge United,Swindon Town,0:1,32,0,1,unknown,,,[],[]
409,17/02/2001,Luton Town,Swansea City,5:3,32,5,3,unknown,,,[],[]
410,17/02/2001,Notts County,Northampton Town,2:0,32,2,0,unknown,,,[],[]
411,17/02/2001,Reading FC,Peterborough United,1:1,32,1,1,unknown,,,[],[]
412,17/02/2001,Wigan Athletic,Bristol Rovers,0:0,32,0,0,unknown,,,[],[]
413,17/02/2001,Wrexham AFC,Colchester United,1:0,32,1,0,unknown,,,[],[]
414,20/03/2001,Wycombe Wanderers,Rotherham United,0:1,32,0,1,unknown,,,[],[]
415,27/03/2001,Bristol City,Oldham Athletic,2:2,32,2,2,unknown,,,[],[]
417,20/02/2001,Brentford FC,Bristol City,2:1,33,2,1,unknown,,,[],[]
418,20/02/2001,Colchester United,Bury FC,1:1,33,1,1,unknown,,,[],[]
419,20/02/2001,Northampton Town,Millwall FC,3:3,33,3,3,unknown,,,[],[]
420,20/02/2001,Oldham Athletic,Reading FC,0:2,33,0,2,unknown,,,[],[]
421,20/02/2001,Oxford United,Stoke City,1:1,33,1,1,unknown,,,[],[]
422,20/02/2001,Peterborough United,Wigan Athletic,2:0,33,2,0,unknown,,,[],[]
423,20/02/2001,Port Vale FC,Cambridge United,4:2,33,4,2,unknown,,,[],[]
424,20/02/2001,Rotherham United,Wrexham AFC,2:0,33,2,0,unknown,,,[],[]
425,20/02/2001,Swansea City,Notts County,0:1,33,0,1,unknown,,,[],[]
426,20/02/2001,Swindon Town,AFC Bournemouth,1:1,33,1,1,unknown,,,[],[]
427,20/02/2001,Walsall FC,Luton Town,3:1,33,3,1,unknown,,,[],[]
428,02/05/2001,Bristol Rovers,Wycombe Wanderers,1:2,33,1,2,unknown,,,[],[]
430,24/02/2001,Rotherham United,Stoke City,2:1,34,2,1,unknown,,,[],[]
431,24/02/2001,Brentford FC,Notts County,3:1,34,3,1,unknown,,,[],[]
432,24/02/2001,Bristol Rovers,Cambridge United,2:1,34,2,1,unknown,,,[],[]
433,24/02/2001,Colchester United,Bristol City,4:0,34,4,0,unknown,,,[],[]
434,24/02/2001,Northampton Town,Wigan Athletic,1:0,34,1,0,unknown,,,[],[]
435,24/02/2001,Oldham Athletic,AFC Bournemouth,2:1,34,2,1,unknown,,,[],[]
436,24/02/2001,Oxford United,Millwall FC,0:2,34,0,2,unknown,,,[],[]
437,24/02/2001,Peterborough United,Wycombe Wanderers,3:2,34,3,2,unknown,,,[],[]
438,24/02/2001,Port Vale FC,Bury FC,1:1,34,1,1,unknown,,,[],[]
439,24/02/2001,Swansea City,Reading FC,0:1,34,0,1,unknown,,,[],[]
440,24/02/2001,Swindon Town,Luton Town,1:3,34,1,3,unknown,,,[],[]
441,24/02/2001,Walsall FC,Wrexham AFC,2:3,34,2,3,unknown,,,[],[]
443,02/03/2001,Wrexham AFC,Northampton Town,3:0,35,3,0,unknown,,,[],[]
444,03/03/2001,AFC Bournemouth,Brentford FC,2:0,35,2,0,unknown,,,[],[]
445,03/03/2001,Bristol City,Oxford United,0:0,35,0,0,unknown,,,[],[]
446,03/03/2001,Bury FC,Swansea City,3:0,35,3,0,unknown,,,[],[]
447,03/03/2001,Cambridge United,Oldham Athletic,2:0,35,2,0,unknown,,,[],[]
448,03/03/2001,Luton Town,Bristol Rovers,0:0,35,0,0,unknown,,,[],[]
449,03/03/2001,Millwall FC,Peterborough United,0:0,35,0,0,unknown,,,[],[]
450,03/03/2001,Notts County,Walsall FC,2:0,35,2,0,unknown,,,[],[]
451,03/03/2001,Reading FC,Rotherham United,2:0,35,2,0,unknown,,,[],[]
452,03/03/2001,Stoke City,Colchester United,3:1,35,3,1,unknown,,,[],[]
453,03/03/2001,Wigan Athletic,Swindon Town,0:0,35,0,0,unknown,,,[],[]
454,03/03/2001,Wycombe Wanderers,Port Vale FC,0:1,35,0,1,unknown,,,[],[]
456,06/03/2001,Wrexham AFC,Oxford United,5:3,36,5,3,unknown,,,[],[]
457,06/03/2001,Bristol City,Walsall FC,1:3,36,1,3,unknown,,,[],[]
458,06/03/2001,Bury FC,Millwall FC,2:1,36,2,1,unknown,,,[],[]
459,06/03/2001,Luton Town,Cambridge United,1:0,36,1,0,unknown,,,[],[]
460,06/03/2001,Northampton Town,Bristol Rovers,2:1,36,2,1,unknown,,,[],[]
461,06/03/2001,Peterborough United,Brentford FC,1:1,36,1,1,unknown,,,[],[]
462,06/03/2001,Rotherham United,AFC Bournemouth,3:1,36,3,1,unknown,,,[],[]
463,06/03/2001,Swindon Town,Oldham Athletic,3:0,36,3,0,unknown,,,[],[]
464,06/03/2001,Wigan Athletic,Notts County,1:1,36,1,1,unknown,,,[],[]
465,06/03/2001,Wycombe Wanderers,Reading FC,1:1,36,1,1,unknown,,,[],[]
466,07/03/2001,Colchester United,Port Vale FC,0:1,36,0,1,unknown,,,[],[]
467,07/03/2001,Stoke City,Swansea City,1:2,36,1,2,unknown,,,[],[]
469,09/03/2001,Reading FC,Wigan Athletic,1:0,37,1,0,unknown,,,[],[]
470,10/03/2001,AFC Bournemouth,Bristol City,4:0,37,4,0,unknown,,,[],[]
471,10/03/2001,Brentford FC,Stoke City,2:2,37,2,2,unknown,,,[],[]
472,10/03/2001,Bristol Rovers,Bury FC,2:0,37,2,0,unknown,,,[],[]
473,10/03/2001,Cambridge United,Wrexham AFC,2:3,37,2,3,unknown,,,[],[]
474,10/03/2001,Millwall FC,Luton Town,1:0,37,1,0,unknown,,,[],[]
475,10/03/2001,Oldham Athletic,Rotherham United,2:3,37,2,3,unknown,,,[],[]
476,10/03/2001,Oxford United,Swindon Town,0:2,37,0,2,unknown,,,[],[]
477,10/03/2001,Port Vale FC,Peterborough United,5:0,37,5,0,unknown,,,[],[]
478,10/03/2001,Swansea City,Northampton Town,1:1,37,1,1,unknown,,,[],[]
479,10/03/2001,Walsall FC,Colchester United,0:1,37,0,1,unknown,,,[],[]
480,26/04/2001,Notts County,Wycombe Wanderers,0:2,37,0,2,unknown,,,[],[]
482,16/03/2001,Bristol City,Millwall FC,2:1,38,2,1,unknown,,,[],[]
483,16/03/2001,Colchester United,Brentford FC,3:1,38,3,1,unknown,,,[],[]
484,17/03/2001,Bury FC,Notts County,1:1,38,1,1,unknown,,,[],[]
485,17/03/2001,Rotherham United,Bristol Rovers,3:0,38,3,0,unknown,,,[],[]
486,17/03/2001,Stoke City,Cambridge United,2:3,38,2,3,unknown,,,[],[]
487,17/03/2001,Swindon Town,Swansea City,1:1,38,1,1,unknown,,,[],[]
488,17/03/2001,Wigan Athletic,AFC Bournemouth,1:1,38,1,1,unknown,,,[],[]
489,17/03/2001,Wrexham AFC,Reading FC,1:2,38,1,2,unknown,,,[],[]
490,17/03/2001,Wycombe Wanderers,Oldham Athletic,2:1,38,2,1,unknown,,,[],[]
491,10/04/2001,Luton Town,Oxford United,1:1,38,1,1,unknown,,,[],[]
492,24/04/2001,Peterborough United,Walsall FC,2:0,38,2,0,unknown,,,[],[]
493,26/04/2001,Northampton Town,Port Vale FC,0:2,38,0,2,unknown,,,[],[]
495,23/03/2001,Notts County,Peterborough United,3:3,39,3,3,unknown,,,[],[]
496,23/03/2001,Oldham Athletic,Northampton Town,2:1,39,2,1,unknown,,,[],[]
497,23/03/2001,Reading FC,Bristol City,1:3,39,1,3,unknown,,,[],[]
498,24/03/2001,Bristol Rovers,Swindon Town,0:0,39,0,0,unknown,,,[],[]
499,24/03/2001,Oxford United,Rotherham United,4:3,39,4,3,unknown,,,[],[]
500,24/03/2001,Port Vale FC,Wigan Athletic,0:0,39,0,0,unknown,,,[],[]
501,24/03/2001,AFC Bournemouth,Bury FC,1:0,39,1,0,unknown,,,[],[]
502,24/03/2001,Walsall FC,Wycombe Wanderers,5:1,39,5,1,unknown,,,[],[]
503,03/04/2001,Millwall FC,Stoke City,2:0,39,2,0,unknown,,,[],[]
504,24/04/2001,Swansea City,Wrexham AFC,0:1,39,0,1,unknown,,,[],[]
505,01/05/2001,Cambridge United,Colchester United,2:1,39,2,1,unknown,,,[],[]
506,03/05/2001,Brentford FC,Luton Town,2:2,39,2,2,unknown,,,[],[]
508,31/03/2001,Brentford FC,Wrexham AFC,1:0,40,1,0,unknown,,,[],[]
509,31/03/2001,Bristol City,Port Vale FC,1:1,40,1,1,unknown,,,[],[]
510,31/03/2001,Colchester United,Luton Town,3:1,40,3,1,unknown,,,[],[]
511,31/03/2001,Northampton Town,Oxford United,0:1,40,0,1,unknown,,,[],[]
512,31/03/2001,Oldham Athletic,Bury FC,1:1,40,1,1,unknown,,,[],[]
513,31/03/2001,Peterborough United,Cambridge United,4:1,40,4,1,unknown,,,[],[]
514,31/03/2001,Reading FC,Notts County,2:1,40,2,1,unknown,,,[],[]
515,31/03/2001,Rotherham United,Swindon Town,4:3,40,4,3,unknown,,,[],[]
516,31/03/2001,Stoke City,Bristol Rovers,4:1,40,4,1,unknown,,,[],[]
517,31/03/2001,Swansea City,AFC Bournemouth,0:3,40,0,3,unknown,,,[],[]
518,31/03/2001,Walsall FC,Millwall FC,0:0,40,0,0,unknown,,,[],[]
519,31/03/2001,Wycombe Wanderers,Wigan Athletic,1:2,40,1,2,unknown,,,[],[]
521,07/04/2001,Bristol Rovers,Swansea City,1:0,41,1,0,unknown,,,[],[]
522,07/04/2001,Bury FC,Bristol City,0:1,41,0,1,unknown,,,[],[]
523,07/04/2001,Cambridge United,Reading FC,1:1,41,1,1,unknown,,,[],[]
524,07/04/2001,Luton Town,Stoke City,1:2,41,1,2,unknown,,,[],[]
525,07/04/2001,Millwall FC,Rotherham United,4:0,41,4,0,unknown,,,[],[]
526,07/04/2001,Oxford United,Oldham Athletic,0:1,41,0,1,unknown,,,[],[]
527,07/04/2001,Swindon Town,Northampton Town,1:1,41,1,1,unknown,,,[],[]
528,07/04/2001,Wigan Athletic,Brentford FC,1:3,41,1,3,unknown,,,[],[]
529,07/04/2001,Wrexham AFC,Peterborough United,2:1,41,2,1,unknown,,,[],[]
530,23/04/2001,AFC Bournemouth,Wycombe Wanderers,2:0,41,2,0,unknown,,,[],[]
531,03/05/2001,Notts County,Colchester United,2:2,41,2,2,unknown,,,[],[]
532,03/05/2001,Port Vale FC,Walsall FC,0:2,41,0,2,unknown,,,[],[]
534,13/04/2001,Northampton Town,Cambridge United,0:2,42,0,2,unknown,,,[],[]
535,14/04/2001,Brentford FC,Port Vale FC,1:1,42,1,1,unknown,,,[],[]
536,14/04/2001,Bristol Rovers,Colchester United,2:0,42,2,0,unknown,,,[],[]
537,14/04/2001,Luton Town,Oldham Athletic,0:0,42,0,0,unknown,,,[],[]
538,14/04/2001,Millwall FC,Swindon Town,1:0,42,1,0,unknown,,,[],[]
539,14/04/2001,Notts County,AFC Bournemouth,0:2,42,0,2,unknown,,,[],[]
540,14/04/2001,Peterborough United,Bristol City,2:1,42,2,1,unknown,,,[],[]
541,14/04/2001,Reading FC,Bury FC,4:1,42,4,1,unknown,,,[],[]
542,14/04/2001,Stoke City,Walsall FC,0:0,42,0,0,unknown,,,[],[]
543,14/04/2001,Swansea City,Rotherham United,0:0,42,0,0,unknown,,,[],[]
544,14/04/2001,Wigan Athletic,Oxford United,3:2,42,3,2,unknown,,,[],[]
545,14/04/2001,Wycombe Wanderers,Wrexham AFC,1:1,42,1,1,unknown,,,[],[]
547,16/04/2001,Bristol City,Wycombe Wanderers,1:2,43,1,2,unknown,,,[],[]
548,16/04/2001,Bury FC,Wigan Athletic,0:1,43,0,1,unknown,,,[],[]
549,16/04/2001,Oldham Athletic,Bristol Rovers,1:0,43,1,0,unknown,,,[],[]
550,16/04/2001,Port Vale FC,Swansea City,1:0,43,1,0,unknown,,,[],[]
551,16/04/2001,Rotherham United,Northampton Town,1:0,43,1,0,unknown,,,[],[]
552,16/04/2001,Swindon Town,Notts County,1:2,43,1,2,unknown,,,[],[]
553,16/04/2001,Wrexham AFC,Luton Town,3:1,43,3,1,unknown,,,[],[]
554,17/04/2001,AFC Bournemouth,Stoke City,1:0,43,1,0,unknown,,,[],[]
555,17/04/2001,Cambridge United,Millwall FC,1:5,43,1,5,unknown,,,[],[]
556,17/04/2001,Colchester United,Peterborough United,2:2,43,2,2,unknown,,,[],[]
557,17/04/2001,Oxford United,Reading FC,0:2,43,0,2,unknown,,,[],[]
558,17/04/2001,Walsall FC,Brentford FC,3:2,43,3,2,unknown,,,[],[]
560,11/04/2001,Millwall FC,Port Vale FC,1:0,44,1,0,unknown,,,[],[]
561,21/04/2001,Bristol Rovers,Oxford United,6:2,44,6,2,unknown,,,[],[]
562,21/04/2001,Luton Town,Bury FC,1:2,44,1,2,unknown,,,[],[]
563,21/04/2001,Northampton Town,Colchester United,2:0,44,2,0,unknown,,,[],[]
564,21/04/2001,Notts County,Bristol City,2:1,44,2,1,unknown,,,[],[]
565,21/04/2001,Peterborough United,AFC Bournemouth,1:2,44,1,2,unknown,,,[],[]
566,21/04/2001,Reading FC,Walsall FC,2:2,44,2,2,unknown,,,[],[]
567,21/04/2001,Stoke City,Wrexham AFC,3:1,44,3,1,unknown,,,[],[]
568,21/04/2001,Swansea City,Oldham Athletic,1:2,44,1,2,unknown,,,[],[]
569,21/04/2001,Wigan Athletic,Rotherham United,0:2,44,0,2,unknown,,,[],[]
570,21/04/2001,Wycombe Wanderers,Swindon Town,0:0,44,0,0,unknown,,,[],[]
571,25/04/2001,Brentford FC,Cambridge United,2:2,44,2,2,unknown,,,[],[]
573,28/04/2001,AFC Bournemouth,Northampton Town,2:0,45,2,0,unknown,,,[],[]
574,28/04/2001,Bristol City,Luton Town,3:1,45,3,1,unknown,,,[],[]
575,28/04/2001,Bury FC,Wycombe Wanderers,1:1,45,1,1,unknown,,,[],[]
576,28/04/2001,Cambridge United,Wigan Athletic,1:2,45,1,2,unknown,,,[],[]
577,28/04/2001,Colchester United,Reading FC,2:1,45,2,1,unknown,,,[],[]
578,28/04/2001,Oldham Athletic,Stoke City,1:2,45,1,2,unknown,,,[],[]
579,28/04/2001,Oxford United,Swansea City,3:1,45,3,1,unknown,,,[],[]
580,28/04/2001,Port Vale FC,Notts County,2:3,45,2,3,unknown,,,[],[]
581,28/04/2001,Rotherham United,Brentford FC,2:1,45,2,1,unknown,,,[],[]
582,28/04/2001,Swindon Town,Peterborough United,2:1,45,2,1,unknown,,,[],[]
583,28/04/2001,Walsall FC,Bristol Rovers,2:1,45,2,1,unknown,,,[],[]
584,28/04/2001,Wrexham AFC,Millwall FC,1:1,45,1,1,unknown,,,[],[]
586,05/05/2001,Brentford FC,Bury FC,3:1,46,3,1,unknown,,,[],[]
587,05/05/2001,Bristol Rovers,Wrexham AFC,4:0,46,4,0,unknown,,,[],[]
588,05/05/2001,Luton Town,Port Vale FC,1:1,46,1,1,unknown,,,[],[]
589,05/05/2001,Millwall FC,Oldham Athletic,5:0,46,5,0,unknown,,,[],[]
590,05/05/2001,Northampton Town,Walsall FC,0:3,46,0,3,unknown,,,[],[]
591,05/05/2001,Notts County,Oxford United,2:1,46,2,1,unknown,,,[],[]
592,05/05/2001,Peterborough United,Rotherham United,1:1,46,1,1,unknown,,,[],[]
593,05/05/2001,Reading FC,AFC Bournemouth,3:3,46,3,3,unknown,,,[],[]
594,05/05/2001,Stoke City,Swindon Town,4:1,46,4,1,unknown,,,[],[]
595,05/05/2001,Swansea City,Cambridge United,1:1,46,1,1,unknown,,,[],[]
596,05/05/2001,Wigan Athletic,Bristol City,0:0,46,0,0,unknown,,,[],[]
597,05/05/2001,Wycombe Wanderers,Colchester United,1:1,46,1,1,unknown,,,[],[]
